STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,SEX,Sex,AGE,Age class,LMS,Legal marital status,HST,Household status,FST,Familly status,HAR,Housing arrangements,LOC_SIZE,Size of the locality,WSTATUS,Working status,EDU,Educational level,SIE,Employment status,LPW,Place of work,C_BIRTH,Country of birth,YAE,Year of arrival in the country since 1980,YAT,Year of arrival in the country since 2010,ROY,Place of usual residence one year prior to the census,GEO,Geographic level,ACTIVITY,Economic activity (NACE Rev.2),CITIZEN,Citizenship,ISCO08,Occupation (ISCO-08),TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000212,Rumelange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,251,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000407,Lintgen,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,3401,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU00006,Canton Diekirch,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,7029,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000802,Esch-sur-Sûre,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,10,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000102,Garnich,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1111,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001008,Waldbillig,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1908,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000205,Frisange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,39,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000502,Wincrange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,172,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001205,Remich,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,11,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001203,Lenningen,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1007,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000708,Useldange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2029,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000609,Schieren,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,71,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000305,Niederanven,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1550,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000801,Boulaide,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,54,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001202,Dalheim,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,142,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000605,Ettelbruck,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,4755,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000311,Weiler-la-Tour,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,63,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU00008,Canton Wiltz,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,682,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000211,Roeser,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1324,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000405,Heffingen,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,351,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000205,Frisange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,28,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000306,Sandweiler,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,3716,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000709,Vichten,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,309,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000502,Wincrange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,140,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000801,Boulaide,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,5,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001006,Rosport - Mompach,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,12,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000308,Steinsel,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2344,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001002,Bech,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,634,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000207,Leudelange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1269,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000709,Vichten,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,28,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000101,Dippach,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,324,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000505,Weiswampach,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,190,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000902,Putscheid,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,233,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,DIV_DISREP,Divorced or registered partnership legally dissolved (and not remarried or in a re­ gistered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000402,Bissen,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,202,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001004,Consdorf,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1114,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001001,Beaufort,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,82,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000105,Kehlen,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1442,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU00006,Canton Diekirch,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,7114,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000806,Lac de la Haute-Sûre,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1033,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000210,Reckange-sur-Mess,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,572,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,MAR_REP,Married or in registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU00003,Canton Luxembourg,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,38299,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,WID_DTHREP,Widowed or registered partnership ended with the death of partner (and not re­ married or in a registered partnership),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000604,Erpeldange-sur-Sûre,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,128,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000209,Pétange,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,20385,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP1_3@DF_B1609(1.0),"Population by canton and municipality, legal marital status and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,SIN,Never married and never in a registered partnership,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000603,Diekirch,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,1432,,0,Units,0,Zero
